label,message
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler443.top/invest
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk77.net/verify
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-9056451260 immediately."
ham,Sent you Rs. Rahul on PhonePe for yesterday's dinner bill.
ham,"Please pick up the phone, need to ask you something urgent."
ham,Sent you Rs. Tanvi on PhonePe for yesterday's dinner bill.
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-9540360489 to disburse funds."
ham,Your OTP for online transaction of Rs. 14325 at Amazon is 729536. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
ham,Your package with tracking #12653 will be delivered today by courier. Contact delivery associate at +91 98179047 to coordinate.
spam,"Dear Customer, you received a tax refund of Rs. 756. Submit your bank credentials to deposit: https://incometax-refund-portal6737568.org/claim"
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix9425392289.top or call driver +91-119.
ham,Are you free tonight? Let's go to that cafe.
spam,Congratulations! You have won Rs. 93 in the international lottery. Claim your reward now: http://claim-prize5416429.xyz/bonus
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
ham,"Hi Sameer, can we reschedule our meeting to tomorrow at 1 PM? Thanks."
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-7144187452 now.
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-7735269425 now.
ham,Your package with tracking #14728 will be delivered today by courier. Contact delivery associate at +91 98270671 to coordinate.
spam,Congratulations! You have won Rs. 498 in the international lottery. Claim your reward now: http://claim-prize1286000.xyz/bonus
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix7671920732.top or call driver +91-817.
ham,Can you share the assignment PDF with me?
ham,Happy birthday bro! Have an awesome year ahead!
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade7926792314.xyz or WhatsApp +91-115."
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-7134388342 now.
ham,Check this GitHub repository for the code implementation: https://github.com/team-dev/repoSameer
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-8127001059 to claim your prize cheque."
ham,Check this GitHub repository for the code implementation: https://github.com/team-dev/repoSneha
ham,"Bhai, call me at +91-Tanvi as soon as possible."
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-7092778359 or +91-884 immediately.
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix8686828556.top or call driver +91-653.
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix7869261521.top or call driver +91-172.
ham,"Hey Sneha, can you send me Rs. 8224705457 on GPay? Will return it tomorrow."
ham,Your monthly mobile postpaid bill of Rs. 10710 is due on 731809. Pay via Airtel Thanks App to avoid late charges.
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update32.com/login.php
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler578.top/invest
ham,Your appointment with Dr. Sharma has been booked for tomorrow at 4:30 PM.
ham,"Hey Tanvi, I have reached the restaurant. Let me know when you arrive."
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler767.top/invest
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix9098650146.top or call driver +91-657.
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update127.com/login.php
spam,"Dear Customer, you received a tax refund of Rs. 515. Submit your bank credentials to deposit: https://incometax-refund-portal8358842.org/claim"
ham,Your monthly mobile postpaid bill of Rs. 2051 is due on 199046. Pay via Airtel Thanks App to avoid late charges.
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-7117515850 to claim your prize cheque."
ham,"Please call me at +91-Sameer immediately, need some help."
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-9915722941 to claim your prize cheque."
ham,"Dear Customer, your A/C ending 12374 is credited with Rs. 968753 on 3603. Avail Bal: Rs. 47060. - SBI"
ham,Your appointment with Dr. Sharma has been booked for tomorrow at 4:30 PM.
ham,"Hey bro, call me urgently at +91-Vikram when you are free, need your help."
spam,Congratulations! You have won Rs. 402 in the international lottery. Claim your reward now: http://claim-prize3676039.xyz/bonus
ham,"Dear Rahul, your monthly bank statement for account ending in 3 is ready for viewing in your portal."
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-8431731756 immediately."
ham,Can you share Sameer's contact number with me?
ham,"Dear Customer, your A/C ending 7189 is credited with Rs. 896253 on 9117. Avail Bal: Rs. 53043. - SBI"
spam,Your pending invoice #275.pdf is ready for download. Click here: https://billing-doc564672.com/invoice.exe
ham,"Hi Vikram, let's catch up for lunch today around 1:00 PM if you're free."
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update9589715771 or call +91-514."
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler238.top/invest
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme507.biz/register
spam,"Dear Customer, you received a tax refund of Rs. 587. Submit your bank credentials to deposit: https://incometax-refund-portal3663118.org/claim"
ham,"Hey team, the sprint planning session is confirmed for Tanvi at 10:00 AM."
ham,"Hi Aditya, could you review the pull request for the authentication module when you have a moment?"
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix7657361990.top or call driver +91-768.
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-7690795407 to claim your prize cheque."
ham,Can you share the assignment PDF with me?
ham,"Good morning, here is the updated presentation deck for our team demonstration."
ham,Can you send the lecture notes from yesterday?
ham,"Hi Ananya, could you review the pull request for the authentication module when you have a moment?"
ham,Can you transfer money for movie tickets? My UPI is not working.
ham,Your appointment with Dr. Sharma has been booked for tomorrow at 4:30 PM.
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store521.xyz/shop
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-9572735524 to disburse funds."
ham,Bhai where are you? Waiting outside the metro station.
ham,Sent you Rs. Aditya on PhonePe for yesterday's dinner bill.
ham,"Dear Customer, your A/C ending 8654 is credited with Rs. 962749 on 8778. Avail Bal: Rs. 71947. - SBI"
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-7632778848 immediately."
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler156.top/invest
ham,"Good morning, here is the updated presentation deck for our team demonstration."
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade7161925627.xyz or WhatsApp +91-680."
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-8831980159 now.
ham,Here is the shared project document: https://docs.google.com/document/d/projKavita - please review.
ham,Hey are you coming to class today? Professor is taking attendance.
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk948.net/verify
ham,"Hey dude, what time does the match start today?"
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix9967129073.top or call driver +91-958.
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-7740914794 to claim your prize cheque."
spam,Your pending invoice #386.pdf is ready for download. Click here: https://billing-doc2624485.com/invoice.exe
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-7446667751 to disburse funds."
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-7798806012 or +91-434 immediately.
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-8033566250 now.
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-8419092884 or +91-988 immediately.
ham,Your monthly mobile postpaid bill of Rs. 5696 is due on 502029. Pay via Airtel Thanks App to avoid late charges.
